Username,Tanggal,Review,Label,review_token,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
Ahmad Muttaqin,11/04/2023,ada tiga tipe letusan gunung berapi  strato  perisai  dan maar  tipe letusan gunung bromo adalah letusan maar  sesuatu yang sangat jarang terjadi di kepulauan indonesia  saya memandang gunung bromo berlama lama tidak juga jengah  salah satu bukti kekuasaan yang maha indah ,positif,"['ada', 'tiga', 'tipe', 'letusan', 'gunung', 'berapi', 'strato', 'perisai', 'dan', 'maar', 'tipe', 'letusan', 'gunung', 'bromo', 'adalah', 'letusan', 'maar', 'sesuatu', 'yang', 'sangat', 'jarang', 'terjadi', 'di', 'kepulauan', 'indonesia', 'saya', 'memandang', 'gunung', 'bromo', 'berlama', 'lama', 'tidak', 'juga', 'jengah', 'salah', 'satu', 'bukti', 'kekuasaan', 'yang', 'maha', 'indah']","['ada', 'tiga', 'tipe', 'letusan', 'gunung', 'berapi', 'strato', 'perisai', 'dan', 'maar', 'tipe', 'letusan', 'gunung', 'bromo', 'adalah', 'letusan', 'maar', 'sesuatu', 'yang', 'sangat', 'jarang', 'terjadi', 'di', 'kepulauan', 'indonesia', 'saya', 'memandang', 'gunung', 'bromo', 'berlama', 'lama', 'tidak', 'juga', 'jengah', 'salah', 'satu', 'bukti', 'kekuasaan', 'yang', 'maha', 'indah']","['tipe', 'letusan', 'gunung', 'berapi', 'strato', 'perisai', 'maar', 'tipe', 'letusan', 'gunung', 'bromo', 'letusan', 'maar', 'jarang', 'kepulauan', 'indonesia', 'memandang', 'gunung', 'bromo', 'berlama', 'jengah', 'salah', 'bukti', 'kekuasaan', 'maha', 'indah']","['tipe', 'letusan', 'gunung', 'berapi', 'strato', 'perisai', 'maar', 'tipe', 'letusan', 'gunung', 'bromo', 'letusan', 'maar', 'jarang', 'kepulauan', 'indonesia', 'memandang', 'gunung', 'bromo', 'berlama', 'jengah', 'salah', 'bukti', 'kekuasaan', 'maha', 'indah']","['tipe', 'letus', 'gunung', 'rap', 'strato', 'perisai', 'maar', 'tipe', 'letus', 'gunung', 'bromo', 'letus', 'maar', 'jarang', 'pulau', 'indonesia', 'pandang', 'gunung', 'bromo', 'lama', 'jengah', 'salah', 'bukti', 'kuasa', 'maha', 'indah']"
Ronny Schuh,11/04/2023,unik   ,positif,['unik'],['unik'],['unik'],['unik'],['unik']
Imanu Dprasetya,11/04/2023,keren    ,positif,['keren'],['keren'],['keren'],['keren'],['keren']
Irfan Haris,11/04/2023,pemandangannya sangat indah  parkiran jeep terletak agak jauh dari tempat mendaki  untuk menuju gunung bromo dari parkiran jeep sekitar  jam  ada juga yang menyewakan kuda agar tidak terlalu capek saat akan mendaki menuju kawah  jalan menuju ke kawah banyak tersedia warung dan tempat untuk istirahat,positif,"['pemandangannya', 'sangat', 'indah', 'parkiran', 'jeep', 'terletak', 'agak', 'jauh', 'dari', 'tempat', 'mendaki', 'untuk', 'menuju', 'gunung', 'bromo', 'dari', 'parkiran', 'jeep', 'sekitar', 'jam', 'ada', 'juga', 'yang', 'menyewakan', 'kuda', 'agar', 'tidak', 'terlalu', 'capek', 'saat', 'akan', 'mendaki', 'menuju', 'kawah', 'jalan', 'menuju', 'ke', 'kawah', 'banyak', 'tersedia', 'warung', 'dan', 'tempat', 'untuk', 'istirahat']","['pemandangannya', 'sangat', 'indah', 'parkiran', 'jeep', 'terletak', 'agak', 'jauh', 'dari', 'tempat', 'mendaki', 'untuk', 'menuju', 'gunung', 'bromo', 'dari', 'parkiran', 'jeep', 'sekitar', 'jam', 'ada', 'juga', 'yang', 'menyewakan', 'kuda', 'agar', 'tidak', 'terlalu', 'capek', 'saat', 'akan', 'mendaki', 'menuju', 'kawah', 'jalan', 'menuju', 'ke', 'kawah', 'banyak', 'tersedia', 'warung', 'dan', 'tempat', 'untuk', 'istirahat']","['pemandangannya', 'indah', 'parkiran', 'jeep', 'terletak', 'mendaki', 'gunung', 'bromo', 'parkiran', 'jeep', 'jam', 'menyewakan', 'kuda', 'capek', 'mendaki', 'kawah', 'jalan', 'kawah', 'tersedia', 'warung', 'istirahat']","['pemandangannya', 'indah', 'parkiran', 'jeep', 'terletak', 'mendaki', 'gunung', 'bromo', 'parkiran', 'jeep', 'jam', 'menyewakan', 'kuda', 'capek', 'mendaki', 'kawah', 'jalan', 'kawah', 'tersedia', 'warung', 'istirahat']","['pandang', 'indah', 'parkir', 'jeep', 'letak', 'daki', 'gunung', 'bromo', 'parkir', 'jeep', 'jam', 'sewa', 'kuda', 'capek', 'daki', 'kawah', 'jalan', 'kawah', 'sedia', 'warung', 'istirahat']"
Onez,11/04/2023,sensasi alamnya penuh pesona memanjakan mata dan tak ingin lepas dari cengkeraman dinginnya angin pegunungan  the best lah viewnya     ,positif,"['sensasi', 'alamnya', 'penuh', 'pesona', 'memanjakan', 'mata', 'dan', 'tak', 'ingin', 'lepas', 'dari', 'cengkeraman', 'dinginnya', 'angin', 'pegunungan', 'the', 'best', 'lah', 'viewnya']","['sensasi', 'alamnya', 'penuh', 'pesona', 'memanjakan', 'mata', 'dan', 'tak', 'ingin', 'lepas', 'dari', 'cengkeraman', 'dinginnya', 'angin', 'pegunungan', 'the', 'best', 'lah', 'viewnya']","['sensasi', 'alamnya', 'penuh', 'pesona', 'memanjakan', 'mata', 'lepas', 'cengkeraman', 'dinginnya', 'angin', 'pegunungan', 'the', 'best', 'viewnya']","['sensasi', 'alamnya', 'penuh', 'pesona', 'memanjakan', 'mata', 'lepas', 'cengkeraman', 'dinginnya', 'angin', 'pegunungan', 'the', 'best', 'viewnya']","['sensasi', 'alam', 'penuh', 'pesona', 'manja', 'mata', 'lepas', 'cengkeram', 'dingin', 'angin', 'gunung', 'the', 'best', 'viewnya']"
hendri mulyadi,11/04/2023,gunung bromo ini sangat istimewa sekali,positif,"['gunung', 'bromo', 'ini', 'sangat', 'istimewa', 'sekali']","['gunung', 'bromo', 'ini', 'sangat', 'istimewa', 'sekali']","['gunung', 'bromo', 'istimewa']","['gunung', 'bromo', 'istimewa']","['gunung', 'bromo', 'istimewa']"
yudha satya,11/04/2023,sudah x pergi ke gunung bromo pertama kalinya tahun  akhir dengan teman kuliah  naik motor bawa baju seadanya berangkat malam ingin lihat sunset sampai pagi tidak menginap rasanya badan capek semua  yang kedua kali tahun  dengan  ,positif,"['sudah', 'x', 'pergi', 'ke', 'gunung', 'bromo', 'pertama', 'kalinya', 'tahun', 'akhir', 'dengan', 'teman', 'kuliah', 'naik', 'motor', 'bawa', 'baju', 'seadanya', 'berangkat', 'malam', 'ingin', 'lihat', 'sunset', 'sampai', 'pagi', 'tidak', 'menginap', 'rasanya', 'badan', 'capek', 'semua', 'yang', 'kedua', 'kali', 'tahun', 'dengan']","['sudah', 'x', 'pergi', 'ke', 'gunung', 'bromo', 'pertama', 'kalinya', 'tahun', 'akhir', 'dengan', 'teman', 'kuliah', 'naik', 'motor', 'bawa', 'baju', 'seadanya', 'berangkat', 'malam', 'ingin', 'lihat', 'sunset', 'sampai', 'pagi', 'tidak', 'menginap', 'rasanya', 'badan', 'capek', 'semua', 'yang', 'kedua', 'kali', 'tahun', 'dengan']","['x', 'pergi', 'gunung', 'bromo', 'kalinya', 'teman', 'kuliah', 'motor', 'bawa', 'baju', 'seadanya', 'berangkat', 'malam', 'lihat', 'sunset', 'pagi', 'menginap', 'badan', 'capek', 'kali']","['x', 'pergi', 'gunung', 'bromo', 'kalinya', 'teman', 'kuliah', 'motor', 'bawa', 'baju', 'seadanya', 'berangkat', 'malam', 'lihat', 'sunset', 'pagi', 'menginap', 'badan', 'capek', 'kali']","['x', 'pergi', 'gunung', 'bromo', 'kali', 'teman', 'kuliah', 'motor', 'bawa', 'baju', 'ada', 'berangkat', 'malam', 'lihat', 'sunset', 'pagi', 'inap', 'badan', 'capek', 'kali']"
Ade Mulyana Rosyadi,11/04/2023,buat para traveling banyak obyek wisata yg bagus di sekitar obyek wisata bromo   top pokoknya,positif,"['buat', 'para', 'traveling', 'banyak', 'obyek', 'wisata', 'yg', 'bagus', 'di', 'sekitar', 'obyek', 'wisata', 'bromo', 'top', 'pokoknya']","['buat', 'para', 'traveling', 'banyak', 'obyek', 'wisata', 'yg', 'bagus', 'di', 'sekitar', 'obyek', 'wisata', 'bromo', 'top', 'pokoknya']","['traveling', 'obyek', 'wisata', 'yg', 'bagus', 'obyek', 'wisata', 'bromo', 'top', 'pokoknya']","['traveling', 'obyek', 'wisata', 'yg', 'bagus', 'obyek', 'wisata', 'bromo', 'top', 'pokoknya']","['traveling', 'obyek', 'wisata', 'yg', 'bagus', 'obyek', 'wisata', 'bromo', 'top', 'pokok']"
Yudi Andi Prasetyo,11/04/2023,terlalu indah untuk di jelajahi,positif,"['terlalu', 'indah', 'untuk', 'di', 'jelajahi']","['terlalu', 'indah', 'untuk', 'di', 'jelajahi']","['indah', 'jelajahi']","['indah', 'jelajahi']","['indah', 'jelajah']"
Creator Artdani,11/04/2023,jangan lupa bawa jaket yang tebal bagi yang tidak kuat hawa dingin dan terpaan angin gunung,negatif,"['jangan', 'lupa', 'bawa', 'jaket', 'yang', 'tebal', 'bagi', 'yang', 'tidak', 'kuat', 'hawa', 'dingin', 'dan', 'terpaan', 'angin', 'gunung']","['jangan', 'lupa', 'bawa', 'jaket', 'yang', 'tebal', 'bagi', 'yang', 'tidak', 'kuat', 'hawa', 'dingin', 'dan', 'terpaan', 'angin', 'gunung']","['lupa', 'bawa', 'jaket', 'tebal', 'kuat', 'hawa', 'dingin', 'terpaan', 'angin', 'gunung']","['lupa', 'bawa', 'jaket', 'tebal', 'kuat', 'hawa', 'dingin', 'terpaan', 'angin', 'gunung']","['lupa', 'bawa', 'jaket', 'tebal', 'kuat', 'hawa', 'dingin', 'terpa', 'angin', 'gunung']"
Marjuki,11/04/2023,tempat yang istimewa walaupun harus merogoh kocek lebih karena harus sewa jep   kalaupun pakai motor disarankan pas musih hujan agar motor bisa berjalan di lautan pasir,negatif,"['tempat', 'yang', 'istimewa', 'walaupun', 'harus', 'merogoh', 'kocek', 'lebih', 'karena', 'harus', 'sewa', 'jep', 'kalaupun', 'pakai', 'motor', 'disarankan', 'pas', 'musih', 'hujan', 'agar', 'motor', 'bisa', 'berjalan', 'di', 'lautan', 'pasir']","['tempat', 'yang', 'istimewa', 'walaupun', 'harus', 'merogoh', 'kocek', 'lebih', 'karena', 'harus', 'sewa', 'jep', 'kalaupun', 'pakai', 'motor', 'disarankan', 'pas', 'musih', 'hujan', 'agar', 'motor', 'bisa', 'berjalan', 'di', 'lautan', 'pasir']","['istimewa', 'merogoh', 'kocek', 'sewa', 'jep', 'pakai', 'motor', 'disarankan', 'pas', 'musih', 'hujan', 'motor', 'berjalan', 'lautan', 'pasir']","['istimewa', 'merogoh', 'kocek', 'sewa', 'jep', 'pakai', 'motor', 'disarankan', 'pas', 'musih', 'hujan', 'motor', 'berjalan', 'lautan', 'pasir']","['istimewa', 'rogoh', 'kocek', 'sewa', 'jep', 'pakai', 'motor', 'saran', 'pas', 'musih', 'hujan', 'motor', 'jalan', 'laut', 'pasir']"
gusti maulana,11/04/2023,gunung terindah yang ada di jawa timur tepatnya di kabupaten probolinggo,positif,"['gunung', 'terindah', 'yang', 'ada', 'di', 'jawa', 'timur', 'tepatnya', 'di', 'kabupaten', 'probolinggo']","['gunung', 'terindah', 'yang', 'ada', 'di', 'jawa', 'timur', 'tepatnya', 'di', 'kabupaten', 'probolinggo']","['gunung', 'terindah', 'jawa', 'timur', 'tepatnya', 'kabupaten', 'probolinggo']","['gunung', 'terindah', 'jawa', 'timur', 'tepatnya', 'kabupaten', 'probolinggo']","['gunung', 'indah', 'jawa', 'timur', 'tepat', 'kabupaten', 'probolinggo']"
Shafa Respati,11/04/2023,pengalaman kesini seruuu  jangan lupa perlengkapan obat obatan  harus dengan badan yang vit  apalagi naik jeep,positif,"['pengalaman', 'kesini', 'seruuu', 'jangan', 'lupa', 'perlengkapan', 'obat', 'obatan', 'harus', 'dengan', 'badan', 'yang', 'vit', 'apalagi', 'naik', 'jeep']","['pengalaman', 'kesini', 'seruuu', 'jangan', 'lupa', 'perlengkapan', 'obat', 'obatan', 'harus', 'dengan', 'badan', 'yang', 'vit', 'apalagi', 'naik', 'jeep']","['pengalaman', 'kesini', 'seruuu', 'lupa', 'perlengkapan', 'obat', 'obatan', 'badan', 'vit', 'jeep']","['pengalaman', 'kesini', 'seruuu', 'lupa', 'perlengkapan', 'obat', 'obatan', 'badan', 'vit', 'jeep']","['alam', 'kesini', 'seruuu', 'lupa', 'lengkap', 'obat', 'obat', 'badan', 'vit', 'jeep']"
yuni w2w,11/04/2023,seru sekali tetapi tidak sedingin dibanding saat pertama kesana,positif,"['seru', 'sekali', 'tetapi', 'tidak', 'sedingin', 'dibanding', 'saat', 'pertama', 'kesana']","['seru', 'sekali', 'tetapi', 'tidak', 'sedingin', 'dibanding', 'saat', 'pertama', 'kesana']","['seru', 'sedingin', 'dibanding', 'kesana']","['seru', 'sedingin', 'dibanding', 'kesana']","['seru', 'sedingin', 'banding', 'kesana']"
Seungjoon Park (박승준),11/04/2023,tempat yang harus anda kunjungi sebelum anda mati  matahar  ,positif,"['tempat', 'yang', 'harus', 'anda', 'kunjungi', 'sebelum', 'anda', 'mati', 'matahar']","['tempat', 'yang', 'harus', 'anda', 'kunjungi', 'sebelum', 'anda', 'mati', 'matahar']","['kunjungi', 'mati', 'matahar']","['kunjungi', 'mati', 'matahar']","['kunjung', 'mati', 'matahar']"
Al Ihsan A. Firdaus,11/04/2023,keren banget viewnya,positif,"['keren', 'banget', 'viewnya']","['keren', 'banget', 'viewnya']","['keren', 'banget', 'viewnya']","['keren', 'banget', 'viewnya']","['keren', 'banget', 'viewnya']"
Aqsa Rigianto,11/04/2023,pemandangan yang keren   salah satu destinasi wisata terbaik di indonesia   banyak warung jajanan sambil menunggu sunset,positif,"['pemandangan', 'yang', 'keren', 'salah', 'satu', 'destinasi', 'wisata', 'terbaik', 'di', 'indonesia', 'banyak', 'warung', 'jajanan', 'sambil', 'menunggu', 'sunset']","['pemandangan', 'yang', 'keren', 'salah', 'satu', 'destinasi', 'wisata', 'terbaik', 'di', 'indonesia', 'banyak', 'warung', 'jajanan', 'sambil', 'menunggu', 'sunset']","['pemandangan', 'keren', 'salah', 'destinasi', 'wisata', 'terbaik', 'indonesia', 'warung', 'jajanan', 'menunggu', 'sunset']","['pemandangan', 'keren', 'salah', 'destinasi', 'wisata', 'terbaik', 'indonesia', 'warung', 'jajanan', 'menunggu', 'sunset']","['pandang', 'keren', 'salah', 'destinasi', 'wisata', 'baik', 'indonesia', 'warung', 'jajan', 'tunggu', 'sunset']"
Orea Photo,12/03/2023,bagus nih buat prewed  apalagi orang surabaya yang mau healing  salam buat mas sandy dengan mobil jeep biru nya  hahahaha,positif,"['bagus', 'nih', 'buat', 'prewed', 'apalagi', 'orang', 'surabaya', 'yang', 'mau', 'healing', 'salam', 'buat', 'mas', 'sandy', 'dengan', 'mobil', 'jeep', 'biru', 'nya', 'hahahaha']","['bagus', 'nih', 'buat', 'prewed', 'apalagi', 'orang', 'surabaya', 'yang', 'mau', 'healing', 'salam', 'buat', 'mas', 'sandy', 'dengan', 'mobil', 'jeep', 'biru', 'nya', 'hahahaha']","['bagus', 'nih', 'prewed', 'orang', 'surabaya', 'healing', 'salam', 'mas', 'sandy', 'mobil', 'jeep', 'biru', 'nya', 'hahahaha']","['bagus', 'nih', 'prewed', 'orang', 'surabaya', 'healing', 'salam', 'mas', 'sandy', 'mobil', 'jeep', 'biru', 'nya', 'hahahaha']","['bagus', 'nih', 'prewed', 'orang', 'surabaya', 'healing', 'salam', 'mas', 'sandy', 'mobil', 'jeep', 'biru', 'nya', 'hahahaha']"
Vutra Plaju,12/03/2023,asik apa lgi naik jam  subuh dpt sunrise,positif,"['asik', 'apa', 'lgi', 'naik', 'jam', 'subuh', 'dpt', 'sunrise']","['asik', 'apa', 'lgi', 'naik', 'jam', 'subuh', 'dpt', 'sunrise']","['asik', 'lgi', 'jam', 'subuh', 'dpt', 'sunrise']","['asik', 'lgi', 'jam', 'subuh', 'dpt', 'sunrise']","['asik', 'lgi', 'jam', 'subuh', 'dpt', 'sunrise']"
Hobbyist Keepers,12/03/2023,savana gunung bromo tidak pernah mengecewakan hehe,positif,"['savana', 'gunung', 'bromo', 'tidak', 'pernah', 'mengecewakan', 'hehe']","['savana', 'gunung', 'bromo', 'tidak', 'pernah', 'mengecewakan', 'hehe']","['savana', 'gunung', 'bromo', 'mengecewakan', 'hehe']","['savana', 'gunung', 'bromo', 'mengecewakan', 'hehe']","['savana', 'gunung', 'bromo', 'kecewa', 'hehe']"
AGHA MOTOR,12/03/2023,kurang beruntung pass hujan deras,negatif,"['kurang', 'beruntung', 'pass', 'hujan', 'deras']","['kurang', 'beruntung', 'pass', 'hujan', 'deras']","['beruntung', 'pass', 'hujan', 'deras']","['beruntung', 'pass', 'hujan', 'deras']","['untung', 'pass', 'hujan', 'deras']"
MKurnia,12/03/2023,gunung bromo terkenal sebagai objek wisata utama di jawa timur  sebagai sebuah objek wisata  bromo menjadi menarik karena statusnya sebagai gunung berapi yang masih aktif  gunung bromo termasuk dalam kawasan taman nasional bromo tengger  ,positif,"['gunung', 'bromo', 'terkenal', 'sebagai', 'objek', 'wisata', 'utama', 'di', 'jawa', 'timur', 'sebagai', 'sebuah', 'objek', 'wisata', 'bromo', 'menjadi', 'menarik', 'karena', 'statusnya', 'sebagai', 'gunung', 'berapi', 'yang', 'masih', 'aktif', 'gunung', 'bromo', 'termasuk', 'dalam', 'kawasan', 'taman', 'nasional', 'bromo', 'tengger']","['gunung', 'bromo', 'terkenal', 'sebagai', 'objek', 'wisata', 'utama', 'di', 'jawa', 'timur', 'sebagai', 'sebuah', 'objek', 'wisata', 'bromo', 'menjadi', 'menarik', 'karena', 'statusnya', 'sebagai', 'gunung', 'berapi', 'yang', 'masih', 'aktif', 'gunung', 'bromo', 'termasuk', 'dalam', 'kawasan', 'taman', 'nasional', 'bromo', 'tengger']","['gunung', 'bromo', 'terkenal', 'objek', 'wisata', 'utama', 'jawa', 'timur', 'objek', 'wisata', 'bromo', 'menarik', 'statusnya', 'gunung', 'berapi', 'aktif', 'gunung', 'bromo', 'kawasan', 'taman', 'nasional', 'bromo', 'tengger']","['gunung', 'bromo', 'terkenal', 'objek', 'wisata', 'utama', 'jawa', 'timur', 'objek', 'wisata', 'bromo', 'menarik', 'statusnya', 'gunung', 'berapi', 'aktif', 'gunung', 'bromo', 'kawasan', 'taman', 'nasional', 'bromo', 'tengger']","['gunung', 'bromo', 'kenal', 'objek', 'wisata', 'utama', 'jawa', 'timur', 'objek', 'wisata', 'bromo', 'tarik', 'status', 'gunung', 'rap', 'aktif', 'gunung', 'bromo', 'kawasan', 'taman', 'nasional', 'bromo', 'tengger']"
Tiar Muslim,12/03/2023,pertama kali ke bromo bareng temen make motor berempat  pemandangannya indah banget  apalagi pas liat matahari terbitnya beuh nagih  kalau mau kesini lebih baik otw jam  an agar sampai ketempatnya pas shubuh  anda akan disuguhkan  ,positif,"['pertama', 'kali', 'ke', 'bromo', 'bareng', 'temen', 'make', 'motor', 'berempat', 'pemandangannya', 'indah', 'banget', 'apalagi', 'pas', 'liat', 'matahari', 'terbitnya', 'beuh', 'nagih', 'kalau', 'mau', 'kesini', 'lebih', 'baik', 'otw', 'jam', 'an', 'agar', 'sampai', 'ketempatnya', 'pas', 'shubuh', 'anda', 'akan', 'disuguhkan']","['pertama', 'kali', 'ke', 'bromo', 'bareng', 'temen', 'make', 'motor', 'berempat', 'pemandangannya', 'indah', 'banget', 'apalagi', 'pas', 'liat', 'matahari', 'terbitnya', 'beuh', 'nagih', 'kalau', 'mau', 'kesini', 'lebih', 'baik', 'otw', 'jam', 'an', 'agar', 'sampai', 'ketempatnya', 'pas', 'shubuh', 'anda', 'akan', 'disuguhkan']","['kali', 'bromo', 'bareng', 'temen', 'make', 'motor', 'berempat', 'pemandangannya', 'indah', 'banget', 'pas', 'liat', 'matahari', 'terbitnya', 'beuh', 'nagih', 'kesini', 'otw', 'jam', 'an', 'ketempatnya', 'pas', 'shubuh', 'disuguhkan']","['kali', 'bromo', 'bareng', 'temen', 'make', 'motor', 'berempat', 'pemandangannya', 'indah', 'banget', 'pas', 'liat', 'matahari', 'terbitnya', 'beuh', 'nagih', 'kesini', 'otw', 'jam', 'an', 'ketempatnya', 'pas', 'shubuh', 'disuguhkan']","['kali', 'bromo', 'bareng', 'temen', 'make', 'motor', 'empat', 'pandang', 'indah', 'banget', 'pas', 'liat', 'matahari', 'terbit', 'beuh', 'nagih', 'kesini', 'otw', 'jam', 'an', 'tempat', 'pas', 'shubuh', 'suguh']"
busri kabul,12/03/2023,padahal sering ke bromo tapi gk ada bosen  ny       ,positif,"['padahal', 'sering', 'ke', 'bromo', 'tapi', 'gk', 'ada', 'bosen', 'ny']","['padahal', 'sering', 'ke', 'bromo', 'tapi', 'gk', 'ada', 'bosen', 'ny']","['bromo', 'gk', 'bosen', 'ny']","['bromo', 'gk', 'bosen', 'ny']","['bromo', 'gk', 'bosen', 'ny']"
ahyar munif,12/03/2023,ya view nya bagus,positif,"['ya', 'view', 'nya', 'bagus']","['ya', 'view', 'nya', 'bagus']","['ya', 'view', 'nya', 'bagus']","['ya', 'view', 'nya', 'bagus']","['ya', 'view', 'nya', 'bagus']"
Ronald Rao,12/03/2023,dinginnya mmg bener nusuk      ,negatif,"['dinginnya', 'mmg', 'bener', 'nusuk']","['dinginnya', 'mmg', 'bener', 'nusuk']","['dinginnya', 'mmg', 'bener', 'nusuk']","['dinginnya', 'mmg', 'bener', 'nusuk']","['dingin', 'mmg', 'bener', 'nusuk']"
Dexter Dexter,12/03/2023,klw kalian ada niat ke bromo pakelah mbl jeep yg sdh disediakan jangan pke mobil pribadi  bahaya,negatif,"['klw', 'kalian', 'ada', 'niat', 'ke', 'bromo', 'pakelah', 'mbl', 'jeep', 'yg', 'sdh', 'disediakan', 'jangan', 'pke', 'mobil', 'pribadi', 'bahaya']","['klw', 'kalian', 'ada', 'niat', 'ke', 'bromo', 'pakelah', 'mbl', 'jeep', 'yg', 'sdh', 'disediakan', 'jangan', 'pke', 'mobil', 'pribadi', 'bahaya']","['klw', 'niat', 'bromo', 'pakelah', 'mbl', 'jeep', 'yg', 'sdh', 'disediakan', 'pke', 'mobil', 'pribadi', 'bahaya']","['klw', 'niat', 'bromo', 'pakelah', 'mbl', 'jeep', 'yg', 'sdh', 'disediakan', 'pke', 'mobil', 'pribadi', 'bahaya']","['klw', 'niat', 'bromo', 'pakelah', 'mbl', 'jeep', 'yg', 'sdh', 'sedia', 'pke', 'mobil', 'pribadi', 'bahaya']"
Winarto Minthuk,12/03/2023,pas buat treveling,positif,"['pas', 'buat', 'treveling']","['pas', 'buat', 'treveling']","['pas', 'treveling']","['pas', 'treveling']","['pas', 'treveling']"
Bq Shree,12/03/2023,pokoknya gk rugi klo liburan ke sini    ,positif,"['pokoknya', 'gk', 'rugi', 'klo', 'liburan', 'ke', 'sini']","['pokoknya', 'gk', 'rugi', 'klo', 'liburan', 'ke', 'sini']","['pokoknya', 'gk', 'rugi', 'klo', 'liburan']","['pokoknya', 'gk', 'rugi', 'klo', 'liburan']","['pokok', 'gk', 'rugi', 'klo', 'libur']"
Vanny,12/03/2023,semua lelah terbayarkan ketika melihat sunrise dari puncak bromo,positif,"['semua', 'lelah', 'terbayarkan', 'ketika', 'melihat', 'sunrise', 'dari', 'puncak', 'bromo']","['semua', 'lelah', 'terbayarkan', 'ketika', 'melihat', 'sunrise', 'dari', 'puncak', 'bromo']","['lelah', 'terbayarkan', 'sunrise', 'puncak', 'bromo']","['lelah', 'terbayarkan', 'sunrise', 'puncak', 'bromo']","['lelah', 'bayar', 'sunrise', 'puncak', 'bromo']"
Ika Febriana Syafitri,12/03/2023,bagus,positif,['bagus'],['bagus'],['bagus'],['bagus'],['bagus']
YohanSyah Martin,12/03/2023,terlalu banyak pemalak  ini tempat wisata atau tempat sarang preman  sebelum pos pembelian tiket sering berhentikan dan di mintai uang oleh warga yang mengaku uang tersebut untuk akses lewat jalan tersebut   ,negatif,"['terlalu', 'banyak', 'pemalak', 'ini', 'tempat', 'wisata', 'atau', 'tempat', 'sarang', 'preman', 'sebelum', 'pos', 'pembelian', 'tiket', 'sering', 'berhentikan', 'dan', 'di', 'mintai', 'uang', 'oleh', 'warga', 'yang', 'mengaku', 'uang', 'tersebut', 'untuk', 'akses', 'lewat', 'jalan', 'tersebut']","['terlalu', 'banyak', 'pemalak', 'ini', 'tempat', 'wisata', 'atau', 'tempat', 'sarang', 'preman', 'sebelum', 'pos', 'pembelian', 'tiket', 'sering', 'berhentikan', 'dan', 'di', 'mintai', 'uang', 'oleh', 'warga', 'yang', 'mengaku', 'uang', 'tersebut', 'untuk', 'akses', 'lewat', 'jalan', 'tersebut']","['pemalak', 'wisata', 'sarang', 'preman', 'pos', 'pembelian', 'tiket', 'berhentikan', 'mintai', 'uang', 'warga', 'mengaku', 'uang', 'akses', 'jalan']","['pemalak', 'wisata', 'sarang', 'preman', 'pos', 'pembelian', 'tiket', 'berhentikan', 'mintai', 'uang', 'warga', 'mengaku', 'uang', 'akses', 'jalan']","['malak', 'wisata', 'sarang', 'preman', 'pos', 'beli', 'tiket', 'henti', 'minta', 'uang', 'warga', 'aku', 'uang', 'akses', 'jalan']"
Eman Sulaeman,12/03/2023,alam tadabur  maha kuasa dengan segala ciptaan nya,positif,"['alam', 'tadabur', 'maha', 'kuasa', 'dengan', 'segala', 'ciptaan', 'nya']","['alam', 'tadabur', 'maha', 'kuasa', 'dengan', 'segala', 'ciptaan', 'nya']","['alam', 'tadabur', 'maha', 'kuasa', 'ciptaan', 'nya']","['alam', 'tadabur', 'maha', 'kuasa', 'ciptaan', 'nya']","['alam', 'tadabur', 'maha', 'kuasa', 'cipta', 'nya']"
